"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","comparison","gene_symbols","Pathway_Description"
"Cellular Processes","Cellular community - eukaryotes","kmr04520","Adherens junction - Kryptolebias marmoratus (mangrove rivulus)","13/316","158/7558",0.0822784810126582,1.96791379586605,2.56825626246865,0.0148280587632234,0.0914000129741567,0.0761987476584549,"108234899/108245850/108231305/108239407/108237792/108241326/108235453/108237172/108249004/108232912/108245193/108250946/108244126",13,"PrC_PoC_Down","myl2b/LOC108245850/rac2/nectin4a/mylpfa/LOC108241326/LOC108235453/LOC108237172/mylpfb/nectin4b/LOC108245193/LOC108250946/LOC108244126","Adherens junction - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00062","Fatty acid elongation - Kryptolebias marmoratus (mangrove rivulus)","5/316","36/7558",0.138888888888889,3.32190576652602,2.9168773501059,0.0160864022834516,0.0914000129741567,0.0761987476584549,"108244810/108245742/108231727/108230429/108246245",5,"PrC_PoC_Down","elovl7a/hsd17b12a/LOC108231727/hacd1/LOC108246245","Fatty acid elongation - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr01040","Biosynthesis of unsaturated fatty acids - Kryptolebias marmoratus (mangrove rivulus)","5/316","36/7558",0.138888888888889,3.32190576652602,2.9168773501059,0.0160864022834516,0.0914000129741567,0.0761987476584549,"108244810/108245742/108231727/108230429/108246245",5,"PrC_PoC_Down","elovl7a/hsd17b12a/LOC108231727/hacd1/LOC108246245","Biosynthesis of unsaturated fatty acids - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00830","Retinol metabolism - Kryptolebias marmoratus (mangrove rivulus)","6/316","56/7558",0.107142857142857,2.5626130198915,2.45157912300205,0.0285654727768724,0.155247134656915,0.129427084892923,"108245380/108231532/108241772/108241110/108241705/108246633",6,"PrC_PoC_Down","LOC108245380/rdh5/LOC108241772/dgat1b/rpe65a/LOC108246633","Retinol metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Kryptolebias marmoratus (mangrove rivulus)","3/316","18/7558",0.166666666666667,3.98628691983122,2.64954380320574,0.0370693539553074,0.193069551850559,0.160959036911203,"108231546/108229171/108234809",3,"PrC_PoC_Down","LOC108231546/LOC108229171/LOC108234809","Glycosphingolipid biosynthesis - globo and isoglobo series - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00512","Mucin type O-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","5/316","46/7558",0.108695652173913,2.59975233902036,2.27322734824545,0.0418000662172438,0.209000331086219,0.174240276021353,"108240773/108247418/108246104/108246110/108249294",5,"PrC_PoC_Down","galnt3/LOC108247418/LOC108246104/LOC108246110/LOC108249294","Mucin type O-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00760","Nicotinate and nicotinamide metabolism - Kryptolebias marmoratus (mangrove rivulus)","5/316","48/7558",0.104166666666667,2.49142932489451,2.16517159248459,0.0488475237814125,0.232082999713145,0.193483932392432,"108238690/108246905/108251196/108233346/108230245",5,"PrC_PoC_Down","nt5c1aa/pnp6/nnt2/LOC108233346/LOC108230245","Nicotinate and nicotinamide metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00590","Arachidonic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","6/316","64/7558",0.09375,2.24228639240506,2.08470142336167,0.0501556037406944,0.232082999713145,0.193483932392432,"108242243/108238042/108236998/108238355/108238364/108230683",6,"PrC_PoC_Down","alox12/LOC108238042/zgc:153704/pla2g4ab/ptgs2b/LOC108230683","Arachidonic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Environmental Information Processing","Signal transduction","kmr04370","VEGF signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","7/316","81/7558",0.0864197530864197,2.06696358806063,2.01658907451167,0.0519865919357444,0.232082999713145,0.193483932392432,"108231305/108247229/108233159/108235453/108237172/108238355/108238364",7,"PrC_PoC_Down","rac2/prkcaa/zgc:171775/LOC108235453/LOC108237172/pla2g4ab/ptgs2b","VEGF signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00260","Glycine, serine and threonine metabolism - Kryptolebias marmoratus (mangrove rivulus)","5/316","50/7558",0.1,2.39177215189873,2.06243373976407,0.0565543136539714,0.243768593336084,0.203226027286504,"108233717/108251296/108232557/108251486/108234267",5,"PrC_PoC_Down","LOC108233717/bhmt/pgam2/LOC108251486/gamt","Glycine, serine and threonine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00030","Pentose phosphate pathway - Kryptolebias marmoratus (mangrove rivulus)","4/316","36/7558",0.111111111111111,2.65752461322082,2.08225332450961,0.0617866239072806,0.257444266280336,0.214627219888449,"108235781/108244612/108243355/108249121",4,"PrC_PoC_Down","pfkmb/LOC108244612/gpib/aldoab","Pentose phosphate pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01212","Fatty acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","6/316","68/7558",0.0882352941176471,2.11038719285182,1.92121948981562,0.0639047360951562,0.257680387480469,0.21482407040477,"108244810/108245742/108233882/108231727/108230429/108246245",6,"PrC_PoC_Down","elovl7a/hsd17b12a/acaca/LOC108231727/hacd1/LOC108246245","Fatty acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Transport and catabolism","kmr04148","Efferocytosis - Kryptolebias marmoratus (mangrove rivulus)","14/316","218/7558",0.0642201834862385,1.53600046452212,1.67739125724147,0.072430445074216,0.27488791119861,0.229169711230841,"108233159/108249420/108234717/108243758/108242988/108233893/108245388/108237870/108237172/108247894/108249237/108242480/108244149/108238364",14,"PrC_PoC_Down","zgc:171775/LOC108249420/tmem30b/itgb3a/atp2a1/atp2a3/LOC108245388/LOC108237870/LOC108237172/atp2a1l/zgc:174164/sgk1/atp11a/ptgs2b","Efferocytosis - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Information processing in viruses","kmr03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus - Kryptolebias marmoratus (mangrove rivulus)","2/316","11/7558",0.181818181818182,4.34867663981588,2.32151434881816,0.0747057254217961,0.27488791119861,0.229169711230841,"108239407/108232912",2,"PrC_PoC_Down","nectin4a/nectin4b","Virion - Ebolavirus, Lyssavirus and Morbillivirus - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Endocrine system","kmr04912","GnRH signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","9/316","124/7558",0.0725806451612903,1.73596365863618,1.72601643251015,0.0747695118460219,0.27488791119861,0.229169711230841,"108247229/108233159/108242040/108239960/108245388/108235453/108249551/108250946/108238355",9,"PrC_PoC_Down","prkcaa/zgc:171775/hbegfa/itpr2/LOC108245388/LOC108235453/pld1b/LOC108250946/pla2g4ab","GnRH signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00051","Fructose and mannose metabolism - Kryptolebias marmoratus (mangrove rivulus)","4/316","43/7558",0.0930232558139535,2.22490432734766,1.68252256109641,0.103618698896029,0.370066781771533,0.308518832803215,"108235781/108244612/108228271/108249121",4,"PrC_PoC_Down","pfkmb/LOC108244612/LOC108228271/aldoab","Fructose and mannose metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00270","Cysteine and methionine metabolism - Kryptolebias marmoratus (mangrove rivulus)","5/316","62/7558",0.0806451612903226,1.92884850959575,1.53396318450929,0.116357439968245,0.404018888778628,0.33682416832913,"108233717/108247105/108239988/108251296/108234102",5,"PrC_PoC_Down","LOC108233717/LOC108247105/ldha/bhmt/got1","Cysteine and methionine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Environmental Information Processing","Signal transduction","kmr04070","Phosphatidylinositol signaling system - Kryptolebias marmoratus (mangrove rivulus)","8/316","120/7558",0.0666666666666667,1.59451476793249,1.37124221605529,0.128982741857874,0.435752506276601,0.363279984180072,"108247229/108235660/108232559/108239960/108239537/108238668/108230254/108230345",8,"PrC_PoC_Down","prkcaa/dgkab/itpka/itpr2/LOC108239537/LOC108238668/LOC108230254/plcd1a","Phosphatidylinositol signaling system - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Immune system","kmr04672","Intestinal immune network for IgA production - Kryptolebias marmoratus (mangrove rivulus)","3/316","35/7558",0.0857142857142857,2.0500904159132,1.30063123104336,0.178754532287759,0.588008329893944,0.490213260290531,"108235151/108230571/108240160",3,"PrC_PoC_Down","LOC108235151/LOC108230571/LOC108240160","Intestinal immune network for IgA production - Kryptolebias marmoratus (mangrove rivulus)"
"Environmental Information Processing","Signal transduction","kmr04012","ErbB signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","7/316","113/7558",0.0619469026548673,1.48162876666293,1.07747767724778,0.193579052142204,0.620445679942961,0.51725576685771,"108233675/108247229/108235724/108242040/108228441/108245388/108250946",7,"PrC_PoC_Down","LOC108233675/prkcaa/erbb3a/hbegfa/LOC108228441/LOC108245388/LOC108250946","ErbB signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00052","Galactose metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/316","38/7558",0.0789473684210526,1.88824117255163,1.1465757976935,0.211110738884002,0.642418579413079,0.53557422620543,"108235781/108244612/108228271",3,"PrC_PoC_Down","pfkmb/LOC108244612/LOC108228271","Galactose metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Kryptolebias marmoratus (mangrove rivulus)","3/316","38/7558",0.0789473684210526,1.88824117255163,1.1465757976935,0.211110738884002,0.642418579413079,0.53557422620543,"108240044/108237942/108247418",3,"PrC_PoC_Down","LOC108240044/LOC108237942/LOC108247418","Glycosphingolipid biosynthesis - lacto and neolacto series - Kryptolebias marmoratus (mangrove rivulus)"
"Environmental Information Processing","Signal transduction","kmr04371","Apelin signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","10/316","179/7558",0.0558659217877095,1.33618555971996,0.950814525140904,0.215852642682795,0.642418579413079,0.53557422620543,"108234899/108246938/108242690/108239581/108236783/108239960/108230875/108237408/108247551/108244126",10,"PrC_PoC_Down","myl2b/nos1/gnb3b/gngt1/gnai3/itpr2/LOC108230875/gnb5b/gngt2b/LOC108244126","Apelin signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Human Diseases","Infectious disease: bacterial","kmr05100","Bacterial invasion of epithelial cells - Kryptolebias marmoratus (mangrove rivulus)","7/316","119/7558",0.0588235294117647,1.40692479523455,0.934586163732872,0.229733834509261,0.648172215677694,0.540370941912351,"108245850/108249093/108248208/108247481/108235453/108237172/108244126",7,"PrC_PoC_Down","LOC108245850/zgc:101810/cav1/zgc:86896/LOC108235453/LOC108237172/LOC108244126","Bacterial invasion of epithelial cells - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00562","Inositol phosphate metabolism - Kryptolebias marmoratus (mangrove rivulus)","6/316","99/7558",0.0606060606060606,1.44955887993863,0.940487150671343,0.232983096363416,0.648172215677694,0.540370941912351,"108231340/108232559/108239537/108238668/108230254/108230345",6,"PrC_PoC_Down","plch2b/itpka/LOC108239537/LOC108238668/LOC108230254/plcd1a","Inositol phosphate metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00500","Starch and sucrose metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/316","40/7558",0.075,1.79382911392405,1.05146507008526,0.23334199764397,0.648172215677694,0.540370941912351,"108228271/108237018/108243355",3,"PrC_PoC_Down","LOC108228271/pygma/gpib","Starch and sucrose metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00564","Glycerophospholipid metabolism - Kryptolebias marmoratus (mangrove rivulus)","7/316","123/7558",0.0569105691056911,1.361171143357,0.843556362619059,0.255022812090726,0.687510939802549,0.573167015077494,"108235660/108242293/108248608/108243759/108249551/108234098/108238355",7,"PrC_PoC_Down","dgkab/ache/lpcat4/phospho1/pld1b/agpat5/pla2g4ab","Glycerophospholipid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Biosynthesis of other secondary metabolites","kmr00524","Neomycin, kanamycin and gentamicin biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","1/316","7/7558",0.142857142857143,3.41681735985533,1.33622504906004,0.258504113365758,0.687510939802549,0.573167015077494,"108228271",1,"PrC_PoC_Down","LOC108228271","Neomycin, kanamycin and gentamicin biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00591","Linoleic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/316","24/7558",0.0833333333333333,1.99314345991561,1.01787346323998,0.26545500589654,0.691289077855572,0.576316789117488,"108238355/108230683",2,"PrC_PoC_Down","pla2g4ab/LOC108230683","Linoleic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04210","Apoptosis - Kryptolebias marmoratus (mangrove rivulus)","10/316","190/7558",0.0526315789473684,1.25882744836775,0.754746860113034,0.271848586036168,0.693491290908593,0.578152739368006,"108245850/108230993/108251143/108239960/119617657/108240069/108231757/108234124/108230705/108230715",10,"PrC_PoC_Down","LOC108245850/LOC108230993/LOC108251143/itpr2/pmaip1/LOC108240069/nfkbiaa/LOC108234124/LOC108230705/LOC108230715","Apoptosis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","1/316","8/7558",0.125,2.98971518987342,1.17611943146313,0.289534798066648,0.723836995166621,0.603451473865225,"108234102",1,"PrC_PoC_Down","got1","Phenylalanine, tyrosine and tryptophan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00220","Arginine biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","2/316","26/7558",0.0769230769230769,1.8398247322298,0.896002395232877,0.296896343221063,0.7276871157379,0.606661258594123,"108246938/108234102",2,"PrC_PoC_Down","nos1/got1","Arginine biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00250","Alanine, aspartate and glutamate metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/316","48/7558",0.0625,1.49485759493671,0.718405886888399,0.325153350214514,0.769436776413929,0.64146729149456,"108235452/108234102/108234026",3,"PrC_PoC_Down","adss1/got1/si:dkey-103j14.5","Alanine, aspartate and glutamate metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Nucleotide metabolism","kmr00240","Pyrimidine metabolism - Kryptolebias marmoratus (mangrove rivulus)","4/316","69/7558",0.0579710144927536,1.38653458081086,0.67373634444794,0.326241193199506,0.769436776413929,0.64146729149456,"108238690/108249238/108232313/108233346",4,"PrC_PoC_Down","nt5c1aa/LOC108249238/entpd3/LOC108233346","Pyrimidine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04217","Necroptosis - Kryptolebias marmoratus (mangrove rivulus)","8/316","159/7558",0.050314465408805,1.20340737202452,0.541461683884296,0.347178928888824,0.793613699136283,0.661623210227301,"108244015/108251143/108235225/108237018/108245388/108242277/108234124/108238355",8,"PrC_PoC_Down","slc25a4/LOC108251143/usp21/pygma/LOC108245388/LOC108242277/LOC108234124/pla2g4ab","Necroptosis - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Transport and catabolism","kmr04144","Endocytosis - Kryptolebias marmoratus (mangrove rivulus)","16/316","341/7558",0.0469208211143695,1.12223913285571,0.482500857439723,0.352776439031237,0.793613699136283,0.661623210227301,"108242636/108246365/108232331/108249093/108248208/108247481/108245207/108248885/108235453/108249689/108239537/108244511/108245193/108249551/108250946/108228655",16,"PrC_PoC_Down","LOC108242636/LOC108246365/LOC108232331/zgc:101810/cav1/zgc:86896/grk1b/rab11al/LOC108235453/asap2b/LOC108239537/grk7a/LOC108245193/pld1b/LOC108250946/LOC108228655","Endocytosis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Energy metabolism","kmr00190","Oxidative phosphorylation - Kryptolebias marmoratus (mangrove rivulus)","7/316","138/7558",0.0507246376811594,1.2132177582095,0.528019492758203,0.355538937213055,0.793613699136283,0.661623210227301,"108237077/108251604/804473/804465/804466/804469/804468",7,"PrC_PoC_Down","LOC108237077/LOC108251604/ND1/COX1/COX2/ND4L/ND5","Oxidative phosphorylation - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04115","p53 signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","5/316","96/7558",0.0520833333333333,1.24571466244726,0.506090353183674,0.373841393374471,0.819827617049279,0.683477339687399,"108244683/108235560/119617657/108250663/108244861",5,"PrC_PoC_Down","ppp1r13l/LOC108235560/pmaip1/LOC108250663/LOC108244861","p53 signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Human Diseases","Infectious disease: bacterial","kmr05132","Salmonella infection - Kryptolebias marmoratus (mangrove rivulus)","15/316","325/7558",0.0461538461538462,1.10389483933788,0.399912902337702,0.383959257497398,0.824773893048045,0.687600971888475,"108234899/108245850/108245323/108249093/108233159/108243018/108237792/108247481/108235453/108235429/108237172/108249004/108231757/108244891/108229628",15,"PrC_PoC_Down","myl2b/LOC108245850/LOC108245323/zgc:101810/zgc:171775/ahnak/mylpfa/zgc:86896/LOC108235453/gapdh/LOC108237172/mylpfb/nfkbiaa/si:ch211-125o16.4/LOC108229628","Salmonella infection - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00640","Propanoate metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/316","32/7558",0.0625,1.49485759493671,0.585952099135582,0.389293277518677,0.824773893048045,0.687600971888475,"108239988/108233882",2,"PrC_PoC_Down","ldha/acaca","Propanoate metabolism - Kryptolebias marmoratus (mangrove rivulus)"
NA,NA,"kmr04981","Folate transport and metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/316","33/7558",0.0606060606060606,1.44955887993863,0.540604044464819,0.40421410798902,0.842112724977125,0.702056082296719,"108233717/108251296",2,"PrC_PoC_Down","LOC108233717/bhmt","Folate transport and metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00565","Ether lipid metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/316","56/7558",0.0535714285714286,1.28130650994575,0.441340983448003,0.417105292520878,0.854723960083766,0.712569869880361,"108248608/108249551/108238355",3,"PrC_PoC_Down","lpcat4/pld1b/pla2g4ab","Ether lipid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Endocrine system","kmr03320","PPAR signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","4/316","84/7558",0.0476190476190476,1.13893911995178,0.267470957344845,0.468891620186791,0.94534600844111,0.788120040721431,"108234141/108238612/108238592/108238593",4,"PrC_PoC_Down","me1/LOC108238612/LOC108238592/LOC108238593","PPAR signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00350","Tyrosine metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/316","39/7558",0.0512820512820513,1.22654982148653,0.296281802134384,0.489690838642647,0.954425383186008,0.795689372087704,"108241772/108234102",2,"PrC_PoC_Down","LOC108241772/got1","Tyrosine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Information processing in viruses","kmr03266","Virion - Herpesvirus - Kryptolebias marmoratus (mangrove rivulus)","1/316","16/7558",0.0625,1.49485759493671,0.413890977814818,0.495426044777864,0.954425383186008,0.795689372087704,"108243758",1,"PrC_PoC_Down","itgb3a","Virion - Herpesvirus - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00360","Phenylalanine metabolism - Kryptolebias marmoratus (mangrove rivulus)","1/316","17/7558",0.0588235294117647,1.40692479523455,0.350843258638145,0.516567037863279,0.954425383186008,0.795689372087704,"108234102",1,"PrC_PoC_Down","got1","Phenylalanine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Xenobiotics biodegradation and metabolism","kmr00982","Drug metabolism - cytochrome P450 - Kryptolebias marmoratus (mangrove rivulus)","2/316","42/7558",0.0476190476190476,1.13893911995178,0.188601349257726,0.529466699530956,0.954425383186008,0.795689372087704,"108241772/108234099",2,"PrC_PoC_Down","LOC108241772/gsta.1","Drug metabolism - cytochrome P450 - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00730","Thiamine metabolism - Kryptolebias marmoratus (mangrove rivulus)","1/316","18/7558",0.0555555555555556,1.32876230661041,0.291690033674481,0.536824936820341,0.954425383186008,0.795689372087704,"108231076",1,"PrC_PoC_Down","ak1","Thiamine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Folding, sorting and degradation","kmr04130","SNARE interactions in vesicular transport - Kryptolebias marmoratus (mangrove rivulus)","2/316","43/7558",0.0465116279069767,1.11245216367383,0.154463739086476,0.542250766398793,0.954425383186008,0.795689372087704,"108235458/108240099",2,"PrC_PoC_Down","zgc:92912/stx11b.1","SNARE interactions in vesicular transport - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of other amino acids","kmr00480","Glutathione metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/316","69/7558",0.0434782608695652,1.03990093560815,0.0695480089783708,0.555849243458871,0.954425383186008,0.795689372087704,"108233562/108243351/108234099",3,"PrC_PoC_Down","zgc:152830/LOC108243351/gsta.1","Glutathione metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Transport and catabolism","kmr04145","Phagosome - Kryptolebias marmoratus (mangrove rivulus)","7/316","168/7558",0.0416666666666667,0.996571729957806,-0.00938634337026451,0.558803802007614,0.954425383186008,0.795689372087704,"108233632/108246938/108245850/108242636/108246365/108243758/108237172",7,"PrC_PoC_Down","itga2.2/nos1/LOC108245850/LOC108242636/LOC108246365/itgb3a/LOC108237172","Phagosome - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Xenobiotics biodegradation and metabolism","kmr00983","Drug metabolism - other enzymes - Kryptolebias marmoratus (mangrove rivulus)","3/316","70/7558",0.0428571428571429,1.0250452079566,0.04397235610708,0.565700512097618,0.954425383186008,0.795689372087704,"108230195/108249238/108234099",3,"PrC_PoC_Down","impdh1a/LOC108249238/gsta.1","Drug metabolism - other enzymes - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01250","Biosynthesis of nucleotide sugars - Kryptolebias marmoratus (mangrove rivulus)","2/316","45/7558",0.0444444444444444,1.06300984528833,0.0885517132122482,0.567089293897145,0.954425383186008,0.795689372087704,"108228271/108243355",2,"PrC_PoC_Down","LOC108228271/gpib","Biosynthesis of nucleotide sugars - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Immune system","kmr04622","RIG-I-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","3/316","71/7558",0.0422535211267606,1.01060795150651,0.0187583992773767,0.575417627470078,0.954425383186008,0.795689372087704,"108233159/108231757/108248688",3,"PrC_PoC_Down","zgc:171775/nfkbiaa/trim25l","RIG-I-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00670","One carbon pool by folate - Kryptolebias marmoratus (mangrove rivulus)","2/316","47/7558",0.0425531914893617,1.0177753837867,0.0255333634092199,0.590943790963771,0.954425383186008,0.795689372087704,"108233717/108251296",2,"PrC_PoC_Down","LOC108233717/bhmt","One carbon pool by folate - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Xenobiotics biodegradation and metabolism","kmr00980","Metabolism of xenobiotics by cytochrome P450 - Kryptolebias marmoratus (mangrove rivulus)","2/316","47/7558",0.0425531914893617,1.0177753837867,0.0255333634092199,0.590943790963771,0.954425383186008,0.795689372087704,"108241772/108234099",2,"PrC_PoC_Down","LOC108241772/gsta.1","Metabolism of xenobiotics by cytochrome P450 - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00061","Fatty acid biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","1/316","21/7558",0.0476190476190476,1.13893911995178,0.133175374156531,0.592660258561291,0.954425383186008,0.795689372087704,"108233882",1,"PrC_PoC_Down","acaca","Fatty acid biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00770","Pantothenate and CoA biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","1/316","21/7558",0.0476190476190476,1.13893911995178,0.133175374156531,0.592660258561291,0.954425383186008,0.795689372087704,"108247748",1,"PrC_PoC_Down","LOC108247748","Pantothenate and CoA biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00592","alpha-Linolenic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","1/316","22/7558",0.0454545454545455,1.08716915995397,0.0855249341401851,0.609738586582338,0.954425383186008,0.795689372087704,"108238355",1,"PrC_PoC_Down","pla2g4ab","alpha-Linolenic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00561","Glycerolipid metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/316","75/7558",0.04,0.956708860759494,-0.078701093389471,0.612904357831491,0.954425383186008,0.795689372087704,"108235660/108241110/108234098",3,"PrC_PoC_Down","dgkab/dgat1b/agpat5","Glycerolipid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00520","Amino sugar and nucleotide sugar metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/316","49/7558",0.0408163265306122,0.976233531387238,-0.0348626692803806,0.613808426143947,0.954425383186008,0.795689372087704,"108228271/108243355",2,"PrC_PoC_Down","LOC108228271/gpib","Amino sugar and nucleotide sugar metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of other amino acids","kmr00430","Taurine and hypotaurine metabolism - Kryptolebias marmoratus (mangrove rivulus)","1/316","23/7558",0.0434782608695652,1.03990093560815,0.0400308084547407,0.626103051370021,0.954425383186008,0.795689372087704,"108247748",1,"PrC_PoC_Down","LOC108247748","Taurine and hypotaurine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
NA,NA,"kmr03273","Virion - Lassa virus and SFTS virus - Kryptolebias marmoratus (mangrove rivulus)","1/316","23/7558",0.0434782608695652,1.03990093560815,0.0400308084547407,0.626103051370021,0.954425383186008,0.795689372087704,"108242714",1,"PrC_PoC_Down","LOC108242714","Virion - Lassa virus and SFTS virus - Kryptolebias marmoratus (mangrove rivulus)"
